https://www.winemag.com/buying-guide/domaine-de-terra-vecchia-2015-nielluciu-merlot-red-ile-de-beaute/|12%|Red|10/1/2017
https://www.winemag.com/buying-guide/colosi-2015-nero-davola-sicilia/|13.5%|Red|10/1/2017
https://www.winemag.com/buying-guide/coelho-2016-pinot-noir-rose-willamette-valley/|14.5%|Rose|10/1/2017
https://www.winemag.com/buying-guide/cantine-ermes-2015-sirocco-red-sicilia/|13%|Red|10/1/2017
https://www.winemag.com/buying-guide/b-r-cohn-2015-sangiacomo-vineyard-chardonnay-carneros/|14.5%|White|10/1/2017
https://www.winemag.com/buying-guide/auguste-bonhomme-2016-la-forcine-sauvignon-blanc-vin-de-france/|12%|White|10/1/2017
https://www.winemag.com/buying-guide/dfj-vinhos-2014-vega-red-lisboa/|13%|Red|10/1/2017
https://www.winemag.com/buying-guide/duckhorn-2016-sauvignon-blanc-napa-valley/|13.5%|White|10/1/2017
https://www.winemag.com/buying-guide/early-mountain-2014-eluvium-red-virginia/|13.1%|Red|10/1/2017
https://www.winemag.com/buying-guide/herdade-do-rocim-2016-alves-vieira-branco-white-alentejano/|N/A|White|10/1/2017
https://www.winemag.com/buying-guide/herdade-do-rocim-2014-brut-nature-rose-touriga-nacional-alentejano/|12.5%|Sparkling|10/1/2017
https://www.winemag.com/buying-guide/henri-bourgeois-2016-petit-bourgeois-rose-de-pinot-noir-val-de-loire/|12.5%|Rose|10/1/2017
https://www.winemag.com/buying-guide/gabriel-meffre-2016-la-chasse-chardonnay-viognier-vin-de-france/|12.5%|White|10/1/2017
https://www.winemag.com/buying-guide/cinnabar-2016-rose-california/|14.7%|Rose|10/1/2017
https://www.winemag.com/buying-guide/coelho-2016-coelho-estates-pinot-noir-rose-willamette-valley/|14.2%|Rose|10/1/2017
https://www.winemag.com/buying-guide/dauntless-2015-no-mans-land-wadenswil-pinot-noir-chehalem-mountains/|13.8%|Red|10/1/2017
https://www.winemag.com/buying-guide/benessere-2014-collins-holystone-vineyard-aglianico-st-helena/|14.5%|Red|10/1/2017
https://www.winemag.com/buying-guide/cairnbrae-2013-pinot-noir-marlborough/|13.5%|Red|10/1/2017
https://www.winemag.com/buying-guide/casa-santos-lima-2016-bonavita-red-lisboa/|14%|Red|10/1/2017
https://www.winemag.com/buying-guide/wine-spots-2013-cabernet-sauvignon-napa-valley/|14.5%|Red|10/1/2017
https://www.winemag.com/buying-guide/wild-thing-2015-chardonnay-sonoma-county/|13.7%|White|10/1/2017
