https://www.winemag.com/buying-guide/conceito-vinhos-2015-conceito-red-douro/|14%|Red|12/31/2017|Roger Voss
https://www.winemag.com/buying-guide/zaca-mesa-2014-black-bear-block-syrah-santa-ynez-valley/|14.5%|Red|12/31/2017|Matt Kettmann
https://www.winemag.com/buying-guide/mumm-napa-nv-brut-reserve-rose-sparkling-napa-county/|12.5%|Sparkling|12/31/2017|Virginie Boone
https://www.winemag.com/buying-guide/montemar-wines-2013-watch-hill-vineyard-grenache-santa-barbara-county/|14.7%|Red|12/31/2017|Matt Kettmann
https://www.winemag.com/buying-guide/quinta-do-sobral-2014-vinha-da-neta-red-dao/|14%|Red|12/31/2017|Roger Voss
https://www.winemag.com/buying-guide/margerum-2015-grenache-santa-barbara-county/|14.1%|Red|12/31/2017|Matt Kettmann
https://www.winemag.com/buying-guide/kimsey-2014-white-ballard-canyon/|14.4%|White|12/31/2017|Matt Kettmann
https://www.winemag.com/buying-guide/keller-2014-la-cruz-vineyard-pinot-noir-sonoma-coast/|14.1%|Red|12/31/2017|Virginie Boone
https://www.winemag.com/buying-guide/santa-cruz-mountain-vineyard-2015-hook-vineyard-grenache-santa-lucia-highlands/|13.3%|Red|12/31/2017|Matt Kettmann
https://www.winemag.com/buying-guide/ryan-cochrane-2015-fiddlestix-vineyard-pinot-noir-sta-rita-hills/|14.2%|Red|12/31/2017|Matt Kettmann
https://www.winemag.com/buying-guide/jezreel-2014-adumim-dry-red-israel/|14.8%|Red|12/31/2017|Mike DeSimone
https://www.winemag.com/buying-guide/janzen-2014-beckstoffer-missouri-hopper-cabernet-sauvignon-napa-valley/|15.2%|Red|12/31/2017|Virginie Boone
https://www.winemag.com/buying-guide/chesebro-2012-la-montagne-sauvage-red-carmel-valley/|14.5%|Red|12/31/2017|Matt Kettmann
https://www.winemag.com/buying-guide/angove-2015-warboys-vineyard-grenache-mclaren-vale/|14.5%|Red|12/31/2017|Christina Pickard
https://www.winemag.com/buying-guide/sanctuary-2014-bien-nacido-vineyard-pinot-noir-santa-maria-valley/|14.3%|Red|12/31/2017|Matt Kettmann
https://www.winemag.com/buying-guide/husch-2014-estate-bottled-late-harvest-gewurztraminer-anderson-valley/|11%|Dessert|12/31/2017|Jim Gordon
https://www.winemag.com/buying-guide/monochrome-2016-analog-in-a-digital-age-white-california/|14.8%|White|12/31/2017|Jim Gordon
https://www.winemag.com/buying-guide/revello-fratelli-2013-gattera-barolo/|14.5%|Red|12/31/2017|Kerin O’Keefe
https://www.winemag.com/buying-guide/j-portugal-ramos-2014-marques-de-borba-reserva-red-alentejo/|14%|Red|12/31/2017|Roger Voss
https://www.winemag.com/buying-guide/jaffurs-2014-larger-vineyard-syrah-santa-barbara-county/|14.5%|Red|12/31/2017|Matt Kettmann
